#name (cmd = mergePeaks -d given K27m3-1-peaks.txt K27m3-2-peaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	K27m3-1-peaks.txt	K27m3-2-peaks.txt
Merged-chr12-112928996-1	chr12	112928847	112929145	+	13.800000	K27m3-1-peaks.txt	1	chr12-480	
Merged-chr12-21112773-1	chr12	21112624	21112922	+	12.000000	K27m3-1-peaks.txt	1	chr12-488	
Merged-chr7-93080885-1	chr7	93080736	93081034	+	33.099998	K27m3-1-peaks.txt	1	chr7-211	
Merged-chr7-99382087-1	chr7	99381938	99382236	+	35.900002	K27m3-1-peaks.txt	1	chr7-212	
Merged-chr7-64502730-1	chr7	64502581	64502879	+	34.099998	K27m3-1-peaks.txt	1	chr7-220	
Merged-chr7-65156945-1	chr7	65156796	65157094	+	34.099998	K27m3-1-peaks.txt	1	chr7-221	
Merged-chr7-4993889-1	chr7	4993740	4994038	+	35.900002	K27m3-1-peaks.txt	1	chr7-228	
Merged-chr7-90302500-1	chr7	90302351	90302649	+	31.299999	K27m3-1-peaks.txt	1	chr7-230	
Merged-chr7-97325854-1	chr7	97325705	97326003	+	33.099998	K27m3-1-peaks.txt	1	chr7-231	
Merged-chr4-44703777-1	chr4	44703628	44703926	+	92.099998	K27m3-1-peaks.txt	1	chr4-4	
Merged-chr7-144896795-1	chr7	144896646	144896944	+	31.299999	K27m3-1-peaks.txt	1	chr7-253	
Merged-chr7-4995301-1	chr7	4995152	4995450	+	32.200001	K27m3-1-peaks.txt	1	chr7-254	
Merged-chr7-44592194-1	chr7	44592045	44592343	+	30.400000	K27m3-1-peaks.txt	1	chr7-257	
Merged-chr7-97082381-1	chr7	97082232	97082530	+	32.200001	K27m3-1-peaks.txt	1	chr7-260	
Merged-chr7-16062138-1	chr7	16061989	16062287	+	28.500000	K27m3-1-peaks.txt	1	chr7-264	
Merged-chr7-96211370-1	chr7	96211221	96211519	+	28.500000	K27m3-1-peaks.txt	1	chr7-269	
Merged-chr14-25330122-1	chr14	25329973	25330271	+	12.000000	K27m3-1-peaks.txt	1	chr14-408	
Merged-chr1-129273035-1	chr1	129272886	129273184	+	24.900000	K27m3-1-peaks.txt	1	chr1-302	
Merged-chr1-131096823-1	chr1	131096674	131096972	+	24.900000	K27m3-1-peaks.txt	1	chr1-303	
Merged-chr1-162477283-1	chr1	162477134	162477432	+	25.799999	K27m3-1-peaks.txt	1	chr1-306	
Merged-chr1-175492864-1	chr1	175492715	175493013	+	24.900000	K27m3-1-peaks.txt	1	chr1-307	
Merged-chr7-98490424-1	chr7	98490275	98490573	+	30.400000	K27m3-1-peaks.txt	1	chr7-281	
Merged-chr7-131967207-1	chr7	131967058	131967356	+	31.299999	K27m3-1-peaks.txt	1	chr7-283	
Merged-chr7-16946525-1	chr7	16946376	16946674	+	28.500000	K27m3-1-peaks.txt	1	chr7-286	
Merged-chr1-52728091-1	chr1	52727942	52728240	+	24.900000	K27m3-1-peaks.txt	1	chr1-313	
Merged-chr1-166409162-1	chr1	166409013	166409311	+	24.900000	K27m3-1-peaks.txt	1	chr1-317	
Merged-chr1-194619439-1	chr1	194619290	194619588	+	24.900000	K27m3-1-peaks.txt	1	chr1-320	
Merged-chr1-36270384-1	chr1	36270235	36270533	+	23.000000	K27m3-1-peaks.txt	1	chr1-323	
Merged-chr14-66866535-1	chr14	66866386	66866684	+	13.800000	K27m3-1-peaks.txt	1	chr14-437	
Merged-chr1-152765283-1	chr1	152765134	152765432	+	23.000000	K27m3-1-peaks.txt	1	chr1-335	
Merged-chr1-172341694-1	chr1	172341545	172341843	+	23.900000	K27m3-1-peaks.txt	1	chr1-337	
Merged-chr1-175491802-1	chr1	175491653	175491951	+	24.900000	K27m3-1-peaks.txt	1	chr1-338	
Merged-chr14-75016185-1	chr14	75016036	75016334	+	12.000000	K27m3-1-peaks.txt	1	chr14-443	
Merged-chr14-103843903-1	chr14	103843754	103844052	+	12.900000	K27m3-1-peaks.txt	1	chr14-446	
Merged-chr11-106649093-1	chr11	106648944	106649242	+	10.100000	K27m3-1-peaks.txt	1	chr11-1721	
Merged-chr11-109297207-1	chr11	109297058	109297356	+	10.100000	K27m3-1-peaks.txt	1	chr11-1723	
Merged-chr14-20733449-1	chr14	20733300	20733598	+	12.000000	K27m3-1-peaks.txt	1	chr14-456	
Merged-chr1-129274094-1	chr1	129273945	129274243	+	23.000000	K27m3-1-peaks.txt	1	chr1-353	
Merged-chr1-133423541-1	chr1	133423392	133423690	+	23.000000	K27m3-1-peaks.txt	1	chr1-356	
Merged-chr11-114817260-1	chr11	114817111	114817409	+	10.100000	K27m3-1-peaks.txt	1	chr11-1732	
Merged-chr1-133909222-1	chr1	133909073	133909371	+	22.100000	K27m3-1-peaks.txt	1	chr1-357	
Merged-chr1-167803234-1	chr1	167803085	167803383	+	23.000000	K27m3-1-peaks.txt	1	chr1-359	
Merged-chr14-27336826-1	chr14	27336677	27336975	+	13.800000	K27m3-1-peaks.txt	1	chr14-463	
Merged-chr14-28800864-1	chr14	28800715	28801013	+	11.000000	K27m3-1-peaks.txt	1	chr14-464	
Merged-chr14-28801314-1	chr14	28801165	28801463	+	10.100000	K27m3-1-peaks.txt	1	chr14-465	
Merged-chr1-33909226-1	chr1	33909077	33909375	+	22.100000	K27m3-1-peaks.txt	1	chr1-365	
Merged-chr11-116498644-1	chr11	116498495	116498793	+	9.210000	K27m3-1-peaks.txt	1	chr11-1741	
Merged-chr1-39902019-1	chr1	39901870	39902168	+	21.200001	K27m3-1-peaks.txt	1	chr1-367	
Merged-chr1-46087926-1	chr1	46087777	46088075	+	23.000000	K27m3-1-peaks.txt	1	chr1-368	
Merged-chr11-117029549-1	chr11	117029400	117029698	+	10.100000	K27m3-1-peaks.txt	1	chr11-1745	
Merged-chr11-117385913-1	chr11	117385764	117386062	+	10.100000	K27m3-1-peaks.txt	1	chr11-1746	
Merged-chr11-117958572-1	chr11	117958423	117958721	+	10.100000	K27m3-1-peaks.txt	1	chr11-1749	
Merged-chr1-105357427-1	chr1	105357278	105357576	+	23.000000	K27m3-1-peaks.txt	1	chr1-376	
Merged-chr14-55826248-1	chr14	55826099	55826397	+	11.000000	K27m3-1-peaks.txt	1	chr14-485	
Merged-chr1-152400199-1	chr1	152400050	152400348	+	21.200001	K27m3-1-peaks.txt	1	chr1-380	
Merged-chr14-70192421-1	chr14	70192272	70192570	+	11.000000	K27m3-1-peaks.txt	1	chr14-499	
Merged-chr9-112235634-1	chr9	112235485	112235783	+	30.400000	K27m3-1-peaks.txt	1	chr9-208	
Merged-chr9-117872970-1	chr9	117872821	117873119	+	30.400000	K27m3-1-peaks.txt	1	chr9-218	
Merged-chr9-28403213-1	chr9	28403064	28403362	+	30.400000	K27m3-1-peaks.txt	1	chr9-221	
Merged-chr9-45430730-1	chr9	45430581	45430879	+	30.400000	K27m3-1-peaks.txt	1	chr9-224	
Merged-chr9-96887690-1	chr9	96887541	96887839	+	29.500000	K27m3-1-peaks.txt	1	chr9-228	
Merged-chr9-102507154-1	chr9	102507005	102507303	+	30.400000	K27m3-1-peaks.txt	1	chr9-229	
Merged-chr9-66918697-1	chr9	66918548	66918846	+	28.500000	K27m3-1-peaks.txt	1	chr9-234	
Merged-chr9-87015812-1	chr9	87015663	87015961	+	28.500000	K27m3-1-peaks.txt	1	chr9-237	
Merged-chr9-108693107-1	chr9	108692958	108693256	+	30.400000	K27m3-1-peaks.txt	1	chr9-239	
Merged-chr9-111439750-1	chr9	111439601	111439899	+	30.400000	K27m3-1-peaks.txt	1	chr9-240	
Merged-chr9-29412765-1	chr9	29412616	29412914	+	28.500000	K27m3-1-peaks.txt	1	chr9-243	
Merged-chr9-85326652-1	chr9	85326503	85326801	+	28.500000	K27m3-1-peaks.txt	1	chr9-255	
Merged-chr9-111439123-1	chr9	111438974	111439272	+	27.600000	K27m3-1-peaks.txt	1	chr9-257	
Merged-chr9-65162265-1	chr9	65162116	65162414	+	30.400000	K27m3-1-peaks.txt	1	chr9-264	
Merged-chr9-67048361-1	chr9	67048212	67048510	+	23.900000	K27m3-1-peaks.txt	1	chr9-265	
Merged-chr9-68654768-1	chr9	68654619	68654917	+	25.799999	K27m3-1-peaks.txt	1	chr9-266	
Merged-chr9-114058260-1	chr9	114058111	114058409	+	26.700001	K27m3-1-peaks.txt	1	chr9-268	
Merged-chr9-14752323-1	chr9	14752174	14752472	+	23.900000	K27m3-1-peaks.txt	1	chr9-272	
Merged-chr16-95732095-1	chr16	95731946	95732244	+	9.210000	K27m3-1-peaks.txt	1	chr16-406	
Merged-chr3-53655663-1	chr3	53655514	53655812	+	18.400000	K27m3-1-peaks.txt	1	chr3-305	
Merged-chr3-54156182-1	chr3	54156033	54156331	+	18.400000	K27m3-1-peaks.txt	1	chr3-306	
Merged-chr9-73104312-1	chr9	73104163	73104461	+	26.700001	K27m3-1-peaks.txt	1	chr9-281	
Merged-chr16-12831581-1	chr16	12831432	12831730	+	10.100000	K27m3-1-peaks.txt	1	chr16-419	
Merged-chr3-123691161-1	chr3	123691012	123691310	+	17.500000	K27m3-1-peaks.txt	1	chr3-316	
Merged-chr9-44085466-1	chr9	44085317	44085615	+	23.900000	K27m3-1-peaks.txt	1	chr9-293	
Merged-chr9-62678360-1	chr9	62678211	62678509	+	23.900000	K27m3-1-peaks.txt	1	chr9-297	
Merged-chr16-18038834-1	chr16	18038685	18038983	+	11.000000	K27m3-1-peaks.txt	1	chr16-423	
Merged-chr16-18196690-1	chr16	18196541	18196839	+	10.100000	K27m3-1-peaks.txt	1	chr16-425	
Merged-chr3-135827260-1	chr3	135827111	135827409	+	21.200001	K27m3-1-peaks.txt	1	chr3-321	
Merged-chr3-58416405-1	chr3	58416256	58416554	+	18.400000	K27m3-1-peaks.txt	1	chr3-326	
Merged-chr3-75955848-1	chr3	75955699	75955997	+	17.500000	K27m3-1-peaks.txt	1	chr3-329	
Merged-chr16-20695827-1	chr16	20695678	20695976	+	11.000000	K27m3-1-peaks.txt	1	chr16-432	
Merged-chr16-22572184-1	chr16	22572035	22572333	+	11.000000	K27m3-1-peaks.txt	1	chr16-439	
Merged-chr3-89763890-1	chr3	89763741	89764039	+	17.500000	K27m3-1-peaks.txt	1	chr3-337	
Merged-chr3-94412617-1	chr3	94412468	94412766	+	17.500000	K27m3-1-peaks.txt	1	chr3-339	
Merged-chr3-143100304-1	chr3	143100155	143100453	+	17.500000	K27m3-1-peaks.txt	1	chr3-347	
Merged-chr16-31349344-1	chr16	31349195	31349493	+	9.210000	K27m3-1-peaks.txt	1	chr16-450	
Merged-chr16-31660968-1	chr16	31660819	31661117	+	10.100000	K27m3-1-peaks.txt	1	chr16-451	
Merged-chr16-33948285-1	chr16	33948136	33948434	+	9.210000	K27m3-1-peaks.txt	1	chr16-456	
Merged-chr3-49756789-1	chr3	49756640	49756938	+	17.500000	K27m3-1-peaks.txt	1	chr3-350	
Merged-chr3-123690269-1	chr3	123690120	123690418	+	16.600000	K27m3-1-peaks.txt	1	chr3-362	
Merged-chr16-38722629-1	chr16	38722480	38722778	+	10.100000	K27m3-1-peaks.txt	1	chr16-470	
Merged-chr16-50651808-1	chr16	50651659	50651957	+	10.100000	K27m3-1-peaks.txt	1	chr16-477	
Merged-chr3-95161259-1	chr3	95161110	95161408	+	15.700000	K27m3-1-peaks.txt	1	chr3-377	
Merged-chr10-29196736-1	chr10	29196587	29196885	+	12.900000	K27m3-1-peaks.txt	1	chr10-500	
Merged-chr10-29197455-1	chr10	29197306	29197604	+	12.000000	K27m3-1-peaks.txt	1	chr10-501	
Merged-chr16-92606364-1	chr16	92606215	92606513	+	10.100000	K27m3-1-peaks.txt	1	chr16-483	
Merged-chr16-96159828-1	chr16	96159679	96159977	+	10.100000	K27m3-1-peaks.txt	1	chr16-487	
Merged-chr3-129969046-1	chr3	129968897	129969195	+	15.700000	K27m3-1-peaks.txt	1	chr3-389	
Merged-chr10-76344421-1	chr10	76344272	76344570	+	12.000000	K27m3-1-peaks.txt	1	chr10-513	
Merged-chr10-78591070-1	chr10	78590921	78591219	+	12.900000	K27m3-1-peaks.txt	1	chr10-519	
Merged-chr3-19695194-1	chr3	19695045	19695343	+	14.700000	K27m3-1-peaks.txt	1	chr3-392	
Merged-chr3-20153790-1	chr3	20153641	20153939	+	14.700000	K27m3-1-peaks.txt	1	chr3-393	
Merged-chr3-54915556-1	chr3	54915407	54915705	+	15.700000	K27m3-1-peaks.txt	1	chr3-395	
Merged-chr10-80260040-1	chr10	80259891	80260189	+	12.000000	K27m3-1-peaks.txt	1	chr10-521	
Merged-chr10-82699993-1	chr10	82699844	82700142	+	12.000000	K27m3-1-peaks.txt	1	chr10-529	
Merged-chr10-94515502-1	chr10	94515353	94515651	+	12.000000	K27m3-1-peaks.txt	1	chr10-536	
Merged-chr10-95942264-1	chr10	95942115	95942413	+	14.700000	K27m3-1-peaks.txt	1	chr10-537	
Merged-chr10-117434601-1	chr10	117434452	117434750	+	12.000000	K27m3-1-peaks.txt	1	chr10-542	
Merged-chr10-120996887-1	chr10	120996738	120997036	+	12.000000	K27m3-1-peaks.txt	1	chr10-547	
Merged-chr10-128673567-1	chr10	128673418	128673716	+	12.000000	K27m3-1-peaks.txt	1	chr10-551	
Merged-chr10-7492206-1	chr10	7492057	7492355	+	11.000000	K27m3-1-peaks.txt	1	chr10-553	
Merged-chr10-76986406-1	chr10	76986257	76986555	+	11.000000	K27m3-1-peaks.txt	1	chr10-583	
Merged-chr10-78751777-1	chr10	78751628	78751926	+	12.000000	K27m3-1-peaks.txt	1	chr10-585	
Merged-chr10-80537059-1	chr10	80536910	80537208	+	12.000000	K27m3-1-peaks.txt	1	chr10-592	
Merged-chr10-81198914-1	chr10	81198765	81199063	+	12.000000	K27m3-1-peaks.txt	1	chr10-595	
Merged-chr10-84842503-1	chr10	84842354	84842652	+	12.000000	K27m3-1-peaks.txt	1	chr10-597	
Merged-chr5-110342473-1	chr5	110342324	110342622	+	31.299999	K27m3-1-peaks.txt	1	chr5-308	
Merged-chr5-43235046-1	chr5	43234897	43235195	+	33.099998	K27m3-1-peaks.txt	1	chr5-315	
Merged-chr5-43236228-1	chr5	43236079	43236377	+	29.500000	K27m3-1-peaks.txt	1	chr5-316	
Merged-chr18-65509187-1	chr18	65509038	65509336	+	13.800000	K27m3-1-peaks.txt	1	chr18-422	
Merged-chr18-10309671-1	chr18	10309522	10309820	+	13.800000	K27m3-1-peaks.txt	1	chr18-432	
Merged-chr18-25504324-1	chr18	25504175	25504473	+	12.000000	K27m3-1-peaks.txt	1	chr18-437	
Merged-chr5-150593866-1	chr5	150593717	150594015	+	28.500000	K27m3-1-peaks.txt	1	chr5-334	
Merged-chr5-8894102-1	chr5	8893953	8894251	+	27.600000	K27m3-1-peaks.txt	1	chr5-335	
Merged-chr5-15935735-1	chr5	15935586	15935884	+	28.500000	K27m3-1-peaks.txt	1	chr5-336	
Merged-chr5-30622355-1	chr5	30622206	30622504	+	26.700001	K27m3-1-peaks.txt	1	chr5-338	
Merged-chr5-66746722-1	chr5	66746573	66746871	+	29.500000	K27m3-1-peaks.txt	1	chr5-340	
Merged-chr18-46743014-1	chr18	46742865	46743163	+	12.900000	K27m3-1-peaks.txt	1	chr18-456	
Merged-chr18-50054686-1	chr18	50054537	50054835	+	13.800000	K27m3-1-peaks.txt	1	chr18-458	
Merged-chr5-112393758-1	chr5	112393609	112393907	+	28.500000	K27m3-1-peaks.txt	1	chr5-355	
Merged-chr5-138821079-1	chr5	138820930	138821228	+	27.600000	K27m3-1-peaks.txt	1	chr5-359	
Merged-chr18-65432467-1	chr18	65432318	65432616	+	12.000000	K27m3-1-peaks.txt	1	chr18-464	
Merged-chr18-69198337-1	chr18	69198188	69198486	+	12.000000	K27m3-1-peaks.txt	1	chr18-466	
Merged-chr5-24387335-1	chr5	24387186	24387484	+	24.900000	K27m3-1-peaks.txt	1	chr5-363	
Merged-chr5-123684109-1	chr5	123683960	123684258	+	27.600000	K27m3-1-peaks.txt	1	chr5-372	
Merged-chr5-53049859-1	chr5	53049710	53050008	+	24.900000	K27m3-1-peaks.txt	1	chr5-379	
Merged-chr12-86081440-1	chr12	86081291	86081589	+	12.900000	K27m3-1-peaks.txt	1	chr12-506	
Merged-chr12-86541407-1	chr12	86541258	86541556	+	12.000000	K27m3-1-peaks.txt	1	chr12-508	
Merged-chr12-87027984-1	chr12	87027835	87028133	+	11.000000	K27m3-1-peaks.txt	1	chr12-509	
Merged-chr18-34371842-1	chr18	34371693	34371991	+	12.000000	K27m3-1-peaks.txt	1	chr18-489	
Merged-chr5-122899307-1	chr5	122899158	122899456	+	25.799999	K27m3-1-peaks.txt	1	chr5-388	
Merged-chr12-104511550-1	chr12	104511401	104511699	+	11.000000	K27m3-1-peaks.txt	1	chr12-512	
Merged-chr12-11435737-1	chr12	11435588	11435886	+	11.000000	K27m3-1-peaks.txt	1	chr12-529	
Merged-chr12-11456918-1	chr12	11456769	11457067	+	12.000000	K27m3-1-peaks.txt	1	chr12-530	
Merged-chr12-26414044-1	chr12	26413895	26414193	+	11.000000	K27m3-1-peaks.txt	1	chr12-532	
Merged-chr12-75308439-1	chr12	75308290	75308588	+	11.000000	K27m3-1-peaks.txt	1	chr12-549	
Merged-chr12-76418337-1	chr12	76418188	76418486	+	12.000000	K27m3-1-peaks.txt	1	chr12-551	
Merged-chr12-80437262-1	chr12	80437113	80437411	+	12.000000	K27m3-1-peaks.txt	1	chr12-555	
Merged-chr12-80437960-1	chr12	80437811	80438109	+	12.000000	K27m3-1-peaks.txt	1	chr12-556	
Merged-chr12-86891869-1	chr12	86891720	86892018	+	11.000000	K27m3-1-peaks.txt	1	chr12-567	
Merged-chr12-105550244-1	chr12	105550095	105550393	+	12.000000	K27m3-1-peaks.txt	1	chr12-574	
Merged-chr12-109392805-1	chr12	109392656	109392954	+	11.000000	K27m3-1-peaks.txt	1	chr12-583	
Merged-chr7-80688064-1	chr7	80687915	80688213	+	28.500000	K27m3-1-peaks.txt	1	chr7-300	
Merged-chr7-89405357-1	chr7	89405208	89405506	+	26.700001	K27m3-1-peaks.txt	1	chr7-301	
Merged-chr7-99181913-1	chr7	99181764	99182062	+	27.600000	K27m3-1-peaks.txt	1	chr7-303	
Merged-chr7-101010466-1	chr7	101010317	101010615	+	29.500000	K27m3-1-peaks.txt	1	chr7-304	
Merged-chr7-118994026-1	chr7	118993877	118994175	+	31.299999	K27m3-1-peaks.txt	1	chr7-306	
Merged-chr7-139894599-1	chr7	139894450	139894748	+	27.600000	K27m3-1-peaks.txt	1	chr7-308	
Merged-chr7-16811891-1	chr7	16811742	16812040	+	27.600000	K27m3-1-peaks.txt	1	chr7-312	
Merged-chr7-139893919-1	chr7	139893770	139894068	+	27.600000	K27m3-1-peaks.txt	1	chr7-323	
Merged-chr7-29232305-1	chr7	29232156	29232454	+	25.799999	K27m3-1-peaks.txt	1	chr7-327	
Merged-chr7-29304795-1	chr7	29304646	29304944	+	28.500000	K27m3-1-peaks.txt	1	chr7-328	
Merged-chr7-97326896-1	chr7	97326747	97327045	+	26.700001	K27m3-1-peaks.txt	1	chr7-341	
Merged-chr5-146261175-1	chr5	146261026	146261324	+	441.000000	K27m3-1-peaks.txt	1	chr5-1	
Merged-chr7-84529481-1	chr7	84529332	84529630	+	24.900000	K27m3-1-peaks.txt	1	chr7-360	
Merged-chr7-129256611-1	chr7	129256462	129256760	+	25.799999	K27m3-1-peaks.txt	1	chr7-364	
Merged-chr7-66110027-1	chr7	66109878	66110176	+	23.900000	K27m3-1-peaks.txt	1	chr7-375	
Merged-chr7-142082478-1	chr7	142082329	142082627	+	24.900000	K27m3-1-peaks.txt	1	chr7-382	
Merged-chr7-142283656-1	chr7	142283507	142283805	+	24.900000	K27m3-1-peaks.txt	1	chr7-383	
Merged-chr14-123633712-1	chr14	123633563	123633861	+	12.000000	K27m3-1-peaks.txt	1	chr14-511	
Merged-chr1-46088748-1	chr1	46088599	46088897	+	20.299999	K27m3-1-peaks.txt	1	chr1-418	
Merged-chr14-25799773-1	chr14	25799624	25799922	+	11.000000	K27m3-1-peaks.txt	1	chr14-528	
Merged-chr1-84935255-1	chr1	84935106	84935404	+	20.299999	K27m3-1-peaks.txt	1	chr1-425	
Merged-chr14-28241540-1	chr14	28241391	28241689	+	10.100000	K27m3-1-peaks.txt	1	chr14-530	
Merged-chr14-28800167-1	chr14	28800018	28800316	+	10.100000	K27m3-1-peaks.txt	1	chr14-531	
Merged-chr1-166379612-1	chr1	166379463	166379761	+	20.299999	K27m3-1-peaks.txt	1	chr1-436	
Merged-chr1-167597461-1	chr1	167597312	167597610	+	19.299999	K27m3-1-peaks.txt	1	chr1-437	
Merged-chr14-56279759-1	chr14	56279610	56279908	+	11.000000	K27m3-1-peaks.txt	1	chr14-549	
Merged-chr1-4572342-1	chr1	4572193	4572491	+	19.299999	K27m3-1-peaks.txt	1	chr1-440	
Merged-chr14-64031433-1	chr14	64031284	64031582	+	11.000000	K27m3-1-peaks.txt	1	chr14-554	
Merged-chr14-66358242-1	chr14	66358093	66358391	+	10.100000	K27m3-1-peaks.txt	1	chr14-556	
Merged-chr1-75459355-1	chr1	75459206	75459504	+	20.299999	K27m3-1-peaks.txt	1	chr1-450	
Merged-chr1-88204825-1	chr1	88204676	88204974	+	18.400000	K27m3-1-peaks.txt	1	chr1-455	
Merged-chr14-79917390-1	chr14	79917241	79917539	+	10.100000	K27m3-1-peaks.txt	1	chr14-563	
Merged-chr1-14505927-1	chr1	14505778	14506076	+	18.400000	K27m3-1-peaks.txt	1	chr1-465	
Merged-chr1-63613820-1	chr1	63613671	63613969	+	18.400000	K27m3-1-peaks.txt	1	chr1-475	
Merged-chr1-75480226-1	chr1	75480077	75480375	+	18.400000	K27m3-1-peaks.txt	1	chr1-477	
Merged-chr1-79858146-1	chr1	79857997	79858295	+	18.400000	K27m3-1-peaks.txt	1	chr1-481	
Merged-chr1-93685904-1	chr1	93685755	93686053	+	19.299999	K27m3-1-peaks.txt	1	chr1-483	
Merged-chr1-136133019-1	chr1	136132870	136133168	+	18.400000	K27m3-1-peaks.txt	1	chr1-490	
Merged-chr9-81632139-1	chr9	81631990	81632288	+	22.100000	K27m3-1-peaks.txt	1	chr9-300	
Merged-chr9-85844095-1	chr9	85843946	85844244	+	23.900000	K27m3-1-peaks.txt	1	chr9-301	
Merged-chr9-98972277-1	chr9	98972128	98972426	+	25.799999	K27m3-1-peaks.txt	1	chr9-303	
Merged-chr9-102506397-1	chr9	102506248	102506546	+	23.900000	K27m3-1-peaks.txt	1	chr9-304	
Merged-chr9-75609922-1	chr9	75609773	75610071	+	24.900000	K27m3-1-peaks.txt	1	chr9-323	
Merged-chr9-114979734-1	chr9	114979585	114979883	+	23.900000	K27m3-1-peaks.txt	1	chr9-331	
Merged-chr9-121669101-1	chr9	121668952	121669250	+	22.100000	K27m3-1-peaks.txt	1	chr9-363	
Merged-chr9-20744843-1	chr9	20744694	20744992	+	22.100000	K27m3-1-peaks.txt	1	chr9-365	
Merged-chr9-51103219-1	chr9	51103070	51103368	+	20.299999	K27m3-1-peaks.txt	1	chr9-368	
Merged-chr9-67632280-1	chr9	67632131	67632429	+	22.100000	K27m3-1-peaks.txt	1	chr9-372	
Merged-chr9-83805121-1	chr9	83804972	83805270	+	23.000000	K27m3-1-peaks.txt	1	chr9-374	
Merged-chr3-86919378-1	chr3	86919229	86919527	+	14.700000	K27m3-1-peaks.txt	1	chr3-401	
Merged-chr3-102735683-1	chr3	102735534	102735832	+	15.700000	K27m3-1-peaks.txt	1	chr3-409	
Merged-chr9-40530708-1	chr9	40530559	40530857	+	20.299999	K27m3-1-peaks.txt	1	chr9-381	
Merged-chr9-70142127-1	chr9	70141978	70142276	+	21.200001	K27m3-1-peaks.txt	1	chr9-386	
Merged-chr9-87144280-1	chr9	87144131	87144429	+	21.200001	K27m3-1-peaks.txt	1	chr9-387	
Merged-chr3-28041470-1	chr3	28041321	28041619	+	14.700000	K27m3-1-peaks.txt	1	chr3-419	
Merged-chr3-98383143-1	chr3	98382994	98383292	+	14.700000	K27m3-1-peaks.txt	1	chr3-435	
Merged-chr3-106482642-1	chr3	106482493	106482791	+	12.900000	K27m3-1-peaks.txt	1	chr3-437	
Merged-chr3-136671367-1	chr3	136671218	136671516	+	15.700000	K27m3-1-peaks.txt	1	chr3-451	
Merged-chr3-138741780-1	chr3	138741631	138741929	+	15.700000	K27m3-1-peaks.txt	1	chr3-452	
Merged-chr3-65109844-1	chr3	65109695	65109993	+	12.900000	K27m3-1-peaks.txt	1	chr3-467	
Merged-chr3-69598403-1	chr3	69598254	69598552	+	13.800000	K27m3-1-peaks.txt	1	chr3-469	
Merged-chr3-85885989-1	chr3	85885840	85886138	+	12.900000	K27m3-1-peaks.txt	1	chr3-473	
Merged-chr10-98916595-1	chr10	98916446	98916744	+	11.000000	K27m3-1-peaks.txt	1	chr10-602	
Merged-chr10-117571317-1	chr10	117571168	117571466	+	12.000000	K27m3-1-peaks.txt	1	chr10-608	
Merged-chr3-104539128-1	chr3	104538979	104539277	+	12.900000	K27m3-1-peaks.txt	1	chr3-483	
Merged-chr3-121722700-1	chr3	121722551	121722849	+	13.800000	K27m3-1-peaks.txt	1	chr3-486	
Merged-chr3-122308602-1	chr3	122308453	122308751	+	12.900000	K27m3-1-peaks.txt	1	chr3-488	
Merged-chr3-27710159-1	chr3	27710010	27710308	+	12.900000	K27m3-1-peaks.txt	1	chr3-499	
Merged-chr10-40682444-1	chr10	40682295	40682593	+	11.000000	K27m3-1-peaks.txt	1	chr10-624	
Merged-chr10-61186309-1	chr10	61186160	61186458	+	11.000000	K27m3-1-peaks.txt	1	chr10-638	
Merged-chr10-62674832-1	chr10	62674683	62674981	+	11.000000	K27m3-1-peaks.txt	1	chr10-643	
Merged-chr10-71300629-1	chr10	71300480	71300778	+	10.100000	K27m3-1-peaks.txt	1	chr10-647	
Merged-chr10-75931053-1	chr10	75930904	75931202	+	11.000000	K27m3-1-peaks.txt	1	chr10-648	
Merged-chr10-76961400-1	chr10	76961251	76961549	+	11.000000	K27m3-1-peaks.txt	1	chr10-649	
Merged-chr10-78244221-1	chr10	78244072	78244370	+	11.000000	K27m3-1-peaks.txt	1	chr10-650	
Merged-chr10-79580110-1	chr10	79579961	79580259	+	11.000000	K27m3-1-peaks.txt	1	chr10-653	
Merged-chr10-125903963-1	chr10	125903814	125904112	+	12.000000	K27m3-1-peaks.txt	1	chr10-688	
Merged-chr10-127644708-1	chr10	127644559	127644857	+	10.100000	K27m3-1-peaks.txt	1	chr10-692	
Merged-chr10-7591641-1	chr10	7591492	7591790	+	10.100000	K27m3-1-peaks.txt	1	chr10-696	
Merged-chr10-14761116-1	chr10	14760967	14761265	+	10.100000	K27m3-1-peaks.txt	1	chr10-699	
Merged-chr18-37573188-1	chr18	37573039	37573337	+	11.000000	K27m3-1-peaks.txt	1	chr18-502	
Merged-chr18-46465847-1	chr18	46465698	46465996	+	12.000000	K27m3-1-peaks.txt	1	chr18-506	
Merged-chr18-47492176-1	chr18	47492027	47492325	+	12.000000	K27m3-1-peaks.txt	1	chr18-507	
Merged-chr5-35057623-1	chr5	35057474	35057772	+	25.799999	K27m3-1-peaks.txt	1	chr5-400	
Merged-chr5-73014280-1	chr5	73014131	73014429	+	24.900000	K27m3-1-peaks.txt	1	chr5-406	
Merged-chr18-60601706-1	chr18	60601557	60601855	+	12.000000	K27m3-1-peaks.txt	1	chr18-510	
Merged-chr18-60750693-1	chr18	60750544	60750842	+	11.000000	K27m3-1-peaks.txt	1	chr18-512	
Merged-chr18-70053481-1	chr18	70053332	70053630	+	11.000000	K27m3-1-peaks.txt	1	chr18-515	
Merged-chr18-74168949-1	chr18	74168800	74169098	+	12.000000	K27m3-1-peaks.txt	1	chr18-517	
